FISHERY,ESTIMATE_TYPE,LICENCE_AREA,CALENDAR_YEAR,MGMT_AREA,VESSEL_COUNT,BOAT_DAYS,SOCKEYE_KEPT,SOCKEYE_RELD,COHO_KEPT,COHO_RELD,PINK_KEPT,PINK_RELD,CHUM_KEPT,CHUM_RELD,CHINOOK_KEPT,CHINOOK_RELD,STEELHEAD_KEPT,STEELHEAD_RELD,NOTES
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,123,65,608.00,0.00,0.00,0.00,5723.00,0.00,7.00,1.00,1.00,20669.00,2172.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,124,67,426.00,0.00,6.00,0.00,2542.00,2.00,8.00,65.00,1.00,10318.00,638.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,125,17,43.00,0.00,0.00,0.00,59.00,1.00,12.00,2.00,0.00,312.00,43.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,126,45,880.00,16.00,6.00,0.00,676.00,62.00,34.00,22.00,0.00,10025.00,457.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2009,127,32,442.00,0.00,2.00,0.00,3836.00,33.00,56.00,78.00,2.00,6609.00,638.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2009,142,32,346.00,0.00,20.00,7960.00,1739.00,1637.00,1083.00,0.00,49.00,6925.00,255.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,1,77,773.00,112.00,46.00,17064.00,6763.00,2954.00,2119.00,6.00,25.00,10568.00,1745.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,2,15,137.00,0.00,38.00,993.00,206.00,113.00,152.00,0.00,4.00,3294.00,114.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,3,51,406.00,90.00,11.00,13579.00,23.00,1299.00,176.00,0.00,73.00,16.00,2136.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2010,12,37,389.00,131095.00,54.00,0.00,516.00,1348.00,1408.00,64.00,5.00,0.00,427.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2010,13,45,566.00,139561.00,22.00,0.00,500.00,2442.00,835.00,325.00,16.00,0.00,263.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2010,18,9,30.00,3279.00,0.00,0.00,3.00,8.00,8.00,0.00,0.00,0.00,9.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,23,16,67.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,815.00,63.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,24,4,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,3.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,26,1,6.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,27,4,11.00,0.00,0.00,0.00,13.00,0.00,0.00,2.00,0.00,163.00,33.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2010,29,31,319.00,107941.00,9.00,0.00,58.00,11.00,0.00,5.00,0.00,0.00,93.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,101,135,2652.00,254.00,430.00,73847.00,12990.00,18430.00,6306.00,68.00,435.00,51607.00,6071.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,102,18,176.00,0.00,1.00,12279.00,2.00,83.00,3.00,0.00,0.00,0.00,140.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,103,3,19.00,0.00,5.00,962.00,0.00,723.00,136.00,0.00,3.00,0.00,133.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,104,27,135.00,67.00,2.00,14406.00,0.00,955.00,438.00,18.00,1.00,31.00,2079.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,105,12,26.00,0.00,0.00,639.00,0.00,7.00,9.00,0.00,0.00,0.00,196.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,123,67,794.00,0.00,30.00,369.00,1811.00,5.00,2.00,31.00,3.00,35953.00,3018.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,124,43,194.00,0.00,3.00,10.00,87.00,0.00,0.00,4.00,0.00,7495.00,484.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,125,18,40.00,0.00,6.00,0.00,17.00,1.00,0.00,0.00,0.00,1404.00,63.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,126,43,373.00,0.00,64.00,50.00,304.00,40.00,21.00,327.00,11.00,13589.00,497.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2010,127,47,586.00,0.00,13.00,29.00,607.00,1.00,5.00,36.00,1.00,19344.00,1091.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2010,142,44,634.00,0.00,541.00,4526.00,2011.00,2577.00,1782.00,0.00,110.00,18928.00,724.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,1,53,477.00,1553.00,15.00,37917.00,744.00,8314.00,1785.00,8.00,713.00,3406.00,6536.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,2,6,30.00,92.00,0.00,518.00,215.00,0.00,157.00,0.00,26.00,1437.00,232.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,6,35,186.00,77.00,49.00,13849.00,8.00,2810.00,645.00,0.00,243.00,0.00,1143.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2011,12,12,42.00,952.00,426.00,0.00,84.00,8357.00,0.00,1147.00,10.00,0.00,36.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2011,13,41,501.00,10715.00,583.00,0.00,703.00,40612.00,975.00,105544.00,6.00,0.00,177.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2011,14,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2011,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,23,10,57.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,646.00,20.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,24,2,5.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,26,1,2.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,27,3,13.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,0.00,383.00,18.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2011,29,6,35.00,1384.00,0.00,0.00,5.00,1281.00,245.00,0.00,0.00,52.00,26.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,101,136,2325.00,4739.00,184.00,182376.00,10612.00,43907.00,10628.00,2.00,4084.00,55719.00,19891.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,102,9,77.00,88.00,0.00,6003.00,0.00,180.00,18.00,0.00,8.00,0.00,847.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,103,6,18.00,10.00,0.00,2348.00,0.00,157.00,17.00,0.00,24.00,0.00,219.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,104,39,299.00,92.00,2.00,49604.00,9.00,2506.00,792.00,0.00,169.00,0.00,6024.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,105,8,16.00,0.00,0.00,1147.00,0.00,20.00,40.00,0.00,3.00,0.00,186.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,106,4,17.00,0.00,6.00,2083.00,0.00,48.00,77.00,0.00,33.00,0.00,325.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,123,70,689.00,0.00,22.00,0.00,5264.00,39.00,129.00,12.00,3.00,44110.00,4204.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,124,52,323.00,0.00,13.00,0.00,486.00,5.00,1.00,4.00,0.00,9275.00,408.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,125,40,134.00,0.00,139.00,0.00,1214.00,24.00,172.00,7.00,5.00,4958.00,383.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,126,65,596.00,0.00,44.00,0.00,1232.00,97.00,309.00,184.00,105.00,28862.00,510.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2011,127,57,1868.00,0.00,26.00,0.00,4017.00,11.00,172.00,27.00,22.00,32937.00,688.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2011,142,20,155.00,0.00,3.00,802.00,1527.00,41.00,337.00,0.00,27.00,10483.00,691.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,1,88,848.00,599.00,46.00,49920.00,3446.00,13572.00,2500.00,6.00,184.00,7984.00,2089.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,2,18,132.00,0.00,53.00,718.00,148.00,818.00,28.00,0.00,25.00,2985.00,231.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,3,36,321.00,85.00,1.00,13900.00,0.00,185.00,171.00,0.00,26.00,0.00,1221.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2012,12,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2012,13,26,247.00,0.00,6.00,0.00,439.00,10.00,10.00,27481.00,0.00,0.00,22.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2012,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,23,12,103.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,934.00,208.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,24,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,25,1,4.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,27,4,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.00,13.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,101,146,3147.00,1362.00,388.00,90029.00,13097.00,42275.00,11715.00,32.00,552.00,54020.00,6864.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,102,7,82.00,0.00,0.00,8584.00,0.00,0.00,0.00,0.00,0.00,0.00,239.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,103,4,39.00,6.00,0.00,3752.00,0.00,1493.00,549.00,0.00,111.00,167.00,548.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,104,39,258.00,96.00,3.00,46677.00,25.00,4139.00,691.00,3.00,58.00,431.00,3062.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,105,5,4.00,0.00,0.00,121.00,0.00,32.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,106,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,123,51,422.00,4.00,2.00,1730.00,5169.00,1.00,0.00,27.00,0.00,21625.00,4660.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,124,25,56.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,445.00,8.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,125,17,37.00,0.00,0.00,0.00,21.00,4.00,3.00,4.00,0.00,940.00,33.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,126,66,575.00,0.00,0.00,13.00,94.00,14.00,52.00,65.00,10.00,20187.00,436.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2012,127,38,411.00,0.00,0.00,363.00,2459.00,9.00,81.00,137.00,2.00,14702.00,1108.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2012,142,51,629.00,6.00,57.00,1751.00,1298.00,2818.00,148.00,0.00,80.00,14935.00,924.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,1,66,589.00,0.00,74.00,49069.00,2562.00,8039.00,7294.00,2.00,353.00,5786.00,4665.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,2,8,77.00,0.00,6.00,2.00,715.00,171.00,231.00,0.00,32.00,3316.00,204.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,3,57,946.00,0.00,38.00,77146.00,5.00,5830.00,9236.00,1.00,1455.00,0.00,6866.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,6,31,218.00,0.00,16.00,17318.00,0.00,2504.00,1920.00,0.00,71.00,0.00,1180.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2013,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2013,13,18,204.00,0.00,7.00,0.00,859.00,118.00,26.00,42375.00,0.00,0.00,13.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,23,13,96.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,582.00,128.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,24,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,26,0,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,27,2,5.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,101,129,2630.00,0.00,532.00,168950.00,15459.00,84693.00,35903.00,295.00,2549.00,53700.00,17584.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,102,16,151.00,0.00,1.00,24036.00,0.00,168.00,0.00,0.00,5.00,0.00,1504.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,103,7,26.00,0.00,3.00,2353.00,0.00,379.00,2676.00,0.00,59.00,0.00,620.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,104,23,150.00,0.00,5.00,26307.00,21.00,2834.00,1515.00,6.00,29.00,0.00,5747.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,105,20,177.00,0.00,20.00,30324.00,16.00,3919.00,2901.00,0.00,54.00,0.00,4412.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,106,6,29.00,0.00,4.00,3803.00,0.00,519.00,306.00,0.00,26.00,0.00,479.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,123,59,378.00,0.00,0.00,802.00,1554.00,7.00,14.00,22.00,1.00,22893.00,3076.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,124,39,165.00,0.00,0.00,27.00,50.00,0.00,0.00,0.00,0.00,2334.00,76.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,125,17,37.00,0.00,0.00,273.00,0.00,12.00,0.00,4.00,0.00,456.00,59.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,126,53,355.00,0.00,0.00,1599.00,34.00,9.00,0.00,54.00,1.00,4614.00,105.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2013,127,30,244.00,0.00,0.00,3425.00,1.00,2.00,3.00,50.00,1.00,2789.00,152.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2013,142,22,142.00,0.00,17.00,0.00,1495.00,1714.00,1395.00,0.00,102.00,6741.00,454.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,1,84,1089.00,14756.00,771.00,30966.00,6774.00,7472.00,6156.00,6.00,280.00,29669.00,5194.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,2,7,84.00,0.00,57.00,595.00,254.00,33.00,61.00,0.00,25.00,2988.00,114.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,3,32,325.00,0.00,49.00,24759.00,4.00,504.00,530.00,3.00,68.00,0.00,1613.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,11,6,10.00,2479.00,0.00,0.00,77.00,11.00,2.00,1.00,0.00,0.00,34.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,12,49,138.00,32238.00,0.00,0.00,653.00,141.00,267.00,26.00,6.00,0.00,392.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2014,12,24,353.00,109781.00,11.00,2.00,916.00,1765.00,4460.00,40.00,11.00,1.00,637.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2014,13,32,338.00,88406.00,38.00,4.00,648.00,1280.00,1827.00,1493.00,59.00,1.00,228.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2014,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2014,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,23,11,68.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,1.00,618.00,153.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,25,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,27,4,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,105.00,18.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2014,29,33,351.00,112942.00,8.00,0.00,92.00,0.00,2.00,6.00,3.00,0.00,225.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,101,140,2990.00,26541.00,2477.00,98469.00,24332.00,24177.00,17996.00,114.00,992.00,116257.00,11432.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,102,5,48.00,0.00,17.00,5675.00,0.00,0.00,13.00,0.00,1.00,88.00,37.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,103,6,10.00,3.00,0.00,681.00,0.00,35.00,259.00,0.00,2.00,0.00,114.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,104,16,63.00,54.00,453.00,11904.00,0.00,1196.00,771.00,0.00,8.00,0.00,891.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,105,1,6.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,111,1,3.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,123,53,475.00,12.00,1.00,32613.00,638.00,0.00,0.00,2.00,3.00,15845.00,2189.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,124,17,36.00,0.00,0.00,147.00,86.00,0.00,0.00,0.00,0.00,397.00,75.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,125,19,120.00,0.00,1.00,72.00,166.00,2.00,26.00,48.00,26.00,3124.00,122.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,126,68,1679.00,0.00,15.00,546.00,9309.00,86.00,105.00,1052.00,175.00,66857.00,2968.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2014,127,47,833.00,0.00,6.00,1571.00,4994.00,8.00,19.00,68.00,29.00,20678.00,1178.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2014,142,36,526.00,0.00,1279.00,3613.00,2288.00,852.00,2150.00,0.00,322.00,23221.00,1181.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,1,58,451.00,469.00,115.00,18970.00,1901.00,3739.00,1550.00,0.00,225.00,15830.00,5236.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,2,2,14.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2015,12,2,7.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2015,13,24,243.00,0.00,8.00,0.00,591.00,24.00,12.00,47258.00,0.00,0.00,17.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2015,14,2,2.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,23,14,151.00,0.00,0.00,1.00,40.00,0.00,0.00,0.00,0.00,1763.00,313.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,24,1,14.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,25,2,4.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,26,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,27,4,20.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,256.00,20.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2015,29,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,101,131,2318.00,2017.00,431.00,141632.00,7469.00,37067.00,9449.00,0.00,1474.00,81434.00,25959.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,102,8,121.00,0.00,0.00,7866.00,0.00,0.00,0.00,0.00,0.00,0.00,508.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,103,16,74.00,7.00,1.00,6833.00,0.00,917.00,1568.00,0.00,59.00,0.00,1722.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,104,30,187.00,60.00,5.00,24653.00,0.00,1673.00,392.00,8.00,47.00,0.00,5030.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,105,35,406.00,156.00,51.00,55413.00,0.00,3381.00,2092.00,0.00,244.00,0.00,10741.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,123,34,279.00,0.00,1.00,3038.00,575.00,4.00,22.00,11.00,1.00,8626.00,588.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,124,29,285.00,0.00,0.00,11.00,96.00,0.00,3.00,2.00,0.00,3545.00,193.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,125,19,58.00,0.00,0.00,3.00,67.00,0.00,1.00,9.00,0.00,3230.00,70.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,126,53,440.00,0.00,0.00,25.00,371.00,1.00,5.00,59.00,16.00,15661.00,388.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2015,127,42,1029.00,0.00,1.00,3108.00,710.00,20.00,15.00,933.00,14.00,20828.00,754.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2015,142,19,99.00,2.00,5.00,308.00,591.00,83.00,174.00,56.00,11.00,8492.00,602.00,0.00,0.00,
